2719785;0;1;1540;
2818090;0;2;947;
2621482;0;3;1210;
3866681;0;2;1306;
2785321;0;3;1669;
2228261;0;2;1316;
3997754;0;1;1009;
3342394;0;3;1674;
2457641;0;2;1540;
2818106;0;2;1395;
3866666;0;0;1683;
2818105;0;3;1498;
2818104;0;2;1395;
3047482;0;0;1842;
3047480;0;0;1589;
3080245;0;3;1606;
3604522;0;1;1710;
3637288;0;1;1325;
3604520;0;0;1599;
1572921;0;1;1628;
1769529;0;0;1871;
1015850;0;1;1025;
1015849;0;3;938;
1998904;0;3;1802;
1015848;0;1;1315;
1605681;0;0;1722;
1966133;0;2;1402;
1769514;0;3;1170;
524345;0;3;1626;
557105;0;2;908;
3768441;0;2;1324;
3702904;0;0;1411;
3735673;0;3;3322;
3473525;0;2;25129;
2457701;0;2;1573;
3211377;0;3;1772;
3670137;0;2;945;
3407989;0;2;980;
2359397;0;1;1086;
2621545;0;3;1327;
2392165;0;0;2515;
3145841;0;1;1965;
3866746;0;2;1347;
2621546;0;1;1314;
3899513;0;3;492;
2556005;0;1;1337;
2588773;0;2;1540;
3702906;0;3;2566;
3866745;0;0;2598;
2097250;0;1;1592;
3276913;0;0;1310;
3539061;0;3;1252;
2785385;0;1;1830;
3768442;0;1;1419;
2261089;0;1;880;
2523237;0;2;1071;
2162786;0;0;1597;
3833977;0;1;6566;
3571829;0;0;2083;
3997817;0;3;1506;
3211381;0;2;3660;
2981993;0;2;1458;
3014762;0;0;1566;
4063354;0;1;1469;
4030585;0;3;825;
3407985;0;1;972;
3178613;0;2;1524;
3932281;0;2;3015;
3080298;0;2;953;
2916457;0;3;1458;
3145845;0;1;7860;
3342454;0;1;1873;
2097254;0;1;1460;
2130022;0;2;758;
3145846;0;0;1432;
4128889;0;3;2383;
3244150;0;0;807;
3506290;0;0;952;
2424930;0;0;1416;
2162790;0;2;1183;
2228325;0;0;1026;
2261093;0;3;761;
3276917;0;1;1243;
4096121;0;0;784;
3997818;0;1;1629;
3309685;0;0;1489;
3211385;0;3;1274;
3997813;0;3;1528;
2949221;0;0;1311;
4030581;0;3;39;
3276922;0;2;1707;
2228330;0;1;1559;
3309690;0;2;1688;
3342458;0;0;1470;
3375226;0;2;1297;
2326634;0;3;1598;
3145849;0;2;1182;
2097257;0;0;1276;
2883685;0;1;1333;
2293865;0;2;1341;
3113061;0;3;268;
2228328;0;3;1589;
2097258;0;1;1675;
3014757;0;1;1461;
2752609;0;1;1313;
2195562;0;2;790;
2293864;0;2;1341;
2228329;0;2;1557;
2949222;0;3;415;
2981990;0;2;2021;
3047525;0;1;1314;
3276921;0;2;1310;
4096117;0;0;1342;
3309689;0;0;1290;
3768437;0;3;884;
4030577;0;0;1275;
2424937;0;2;240;
2785382;0;2;1495;
2687077;0;2;249;
2523242;0;1;2092;
3473529;0;2;4710;
3407993;0;1;2370;
2654309;0;3;4893;
2588778;0;0;1894;
2556010;0;3;1624;
3866742;0;1;1802;
2424936;0;0;1692;
2392169;0;1;2001;
2556009;0;2;482;
2588777;0;0;1904;
2850917;0;1;1495;
2523240;0;1;1540;
3604601;0;0;1530;
3506298;0;1;465;
2457706;0;0;1525;
2490473;0;2;2224;
3047521;0;0;1460;
2523241;0;3;1783;
2785381;0;0;1458;
3768438;0;1;2109;
2261106;0;2;504;
2719865;0;2;1745;
2687097;0;2;2590;
2752634;0;1;1430;
3473509;0;2;2248;
3506277;0;3;1758;
2850938;0;2;467;
2818170;0;2;1395;
2621561;0;2;2083;
3866730;0;2;1463;
3407973;0;3;1858;
3899498;0;1;1434;
3702889;0;1;1761;
2850937;0;1;973;
2588789;0;3;2927;
3604581;0;0;1939;
3866729;0;1;1374;
2818169;0;1;4436;
3637349;0;2;1593;
3506278;0;1;1098;
2850936;0;0;701;
3768426;0;1;1468;
2752633;0;3;3413;
2785401;0;1;1896;
3473510;0;1;1416;
3571813;0;0;1914;
3014778;0;2;1029;
2195573;0;1;807;
2949241;0;0;4537;
2162805;0;3;1749;
4030569;0;0;1450;
3309670;0;1;1767;
3997801;0;0;1675;
3244133;0;2;2198;
3047546;0;1;1504;
2261110;0;3;1253;
2982009;0;1;4410;
2195572;0;1;826;
3407969;0;0;1490;
3965033;0;1;2035;
2130037;0;0;3032;
4128874;0;3;1772;
3178597;0;3;2348;
3932266;0;0;1339;
4128873;0;3;1636;
4161641;0;3;1863;
3145830;0;0;1311;
3965034;0;0;1417;
2097270;0;0;616;
3047544;0;2;1648;
2293877;0;3;2150;
3375205;0;3;1736;
3113081;0;2;1763;
3080313;0;1;10176;
3047545;0;3;1669;
2261109;0;0;496;
3211366;0;2;1416;
4030570;0;1;2384;
2949242;0;1;1273;
3309669;0;2;1174;
3014777;0;0;2054;
3276901;0;0;1606;
3244134;0;1;1767;
3211369;0;0;1351;
4030565;0;2;2037;
2162809;0;3;6316;
3768417;0;1;1450;
2261114;0;1;749;
2949237;0;2;1613;
2228346;0;3;1470;
4063334;0;0;1620;
4096102;0;1;1716;
2916469;0;0;5536;
3965029;0;1;1332;
3866722;0;1;1299;
4128870;0;0;713;
3178601;0;0;1693;
4161638;0;1;942;
2162808;0;2;1738;
3113077;0;0;2928;
3342441;0;0;1341;
3932262;0;1;771;
3702882;0;0;1745;
2916470;0;3;857;
3080309;0;3;2655;
2293881;0;0;919;
2130042;0;0;1177;
4161637;0;0;1261;
3145834;0;2;1378;
3211370;0;3;1129;
3276905;0;2;1462;
3047541;0;1;1447;
2719858;0;1;1086;
3309673;0;3;1315;
4063333;0;1;1026;
2228345;0;2;1910;
3997798;0;0;1623;
4030566;0;3;1291;
2523258;0;3;1478;
2457721;0;1;1730;
3506281;0;0;2281;
2785398;0;0;1479;
3473513;0;2;83321;
3833958;0;0;504;
3866726;0;3;642;
3407977;0;2;1520;
2359417;0;0;5511;
3899494;0;0;1148;
3440745;0;2;2145;
3113073;0;0;1461;
3637353;0;0;784;
4128865;0;1;1472;
3866725;0;3;1866;
3702886;0;0;713;
2392186;0;3;983;
2523256;0;0;1540;
3604585;0;1;1306;
2850933;0;1;4246;
2588793;0;1;1535;
2556025;0;2;1395;
3047537;0;3;2163;
3539049;0;3;1310;
2523257;0;0;1471;
3473514;0;0;27077;
3735654;0;0;884;
3571817;0;1;1627;
2719862;0;3;2669;
2457722;0;0;1642;
4030562;0;1;1721;
1376373;0;0;751;
98401;0;3;1343;
1212530;0;0;1363;
360549;0;1;887;
426086;0;3;1594;
1638521;0;2;1657;
1441910;0;3;1539;
327781;0;0;1633;
1048689;0;3;1043;
721002;0;1;867;
1310837;0;1;829;
1572985;0;2;1710;
1605753;0;1;649;
262245;0;3;1912;
491622;0;3;1002;
1081457;0;3;1586;
1278066;0;3;1605;
1540214;0;3;1525;
491621;0;3;2142;
721001;0;1;1827;
524394;0;1;379;
1769593;0;3;2377;
1343606;0;1;1457;
753769;0;1;1636;
196705;0;1;1459;
295014;0;1;1292;
458853;0;3;1304;
98;0;3;2347;
1802361;0;1;1541;
622698;0;1;1399;
393317;0;0;1343;
360550;0;0;1474;
426085;0;1;1818;
1474677;0;3;1225;
1736825;0;3;336;
688233;0;3;1498;
655465;0;2;1738;
950378;0;2;880;
1376369;0;0;1107;
1966202;0;2;1308;
1212534;0;3;967;
98405;0;1;1628;
1998970;0;0;2963;
852073;0;2;1896;
917610;0;0;1752;
1146997;0;0;1497;
65637;0;3;1729;
1310833;0;2;1020;
2064506;0;3;1246;
1048693;0;3;137;
1015914;0;0;1024;
458850;0;2;1625;
1278070;0;3;1605;
1245302;0;3;1390;
65636;0;0;1769;
1081462;0;1;1457;
1015913;0;0;2503;
1048694;0;0;464;
262242;0;1;1729;
229477;0;2;2180;
2031737;0;1;2064;
2064505;0;0;4180;
1998968;0;2;3087;
983145;0;1;1636;
1245301;0;2;1519;
1540209;0;2;1773;
1835130;0;2;1067;
950377;0;2;1987;
131173;0;0;1606;
884842;0;3;2263;
65638;0;3;1361;
98409;0;1;1557;
622689;0;3;1595;
1212538;0;2;340;
852069;0;2;1606;
1114233;0;2;3554;
1966198;0;3;2088;
1048697;0;2;3010;
1867893;0;3;3013;
819301;0;3;1458;
2064502;0;3;583;
1278074;0;1;1058;
1081465;0;3;2266;
753762;0;1;1426;
1114232;0;0;2010;
2031734;0;1;1295;
1867894;0;3;853;
1015909;0;0;2198;
2064501;0;0;4556;
1245305;0;2;1195;
2031733;0;1;1251;
557154;0;0;1644;
1802353;0;2;1773;
1212537;0;0;2048;
1736817;0;2;1441;
1966197;0;0;1136;
1671282;0;0;1389;
65642;0;0;1291;
163945;0;2;1808;
950373;0;3;1856;
852070;0;2;1731;
1900662;0;1;915;
131177;0;1;1751;
589925;0;3;1343;
1474682;0;2;1776;
327785;0;2;1490;
360553;0;1;1494;
1736822;0;0;1066;
1310841;0;3;1867;
1507450;0;3;854;
524389;0;2;1242;
262249;0;3;1810;
1802358;0;1;1076;
2064498;0;0;1458;
720998;0;2;978;
753766;0;1;906;
1769590;0;3;828;
1605749;0;0;390;
1572981;0;0;679;
