1;0;2;50;
2938410;0;0;16363;
1266344;0;1;5490;
2;0;0;50;
4094116;0;0;15256;
4;0;3;50;
8805;0;1;29985;
3076129;0;2;23131;
8;0;1;50;
3224169;0;2;1613;
1708133;656895806;1;227339;
17;0;0;50;
3770406;0;3;25517;
18;0;2;50;
20;0;1;50;
3829865;0;1;13183;
3461225;8916816;1;2576;
24;0;3;50;
497193;0;1;14262;
3692137;0;3;12922;
849513;0;1;12989;
140842;0;0;21364;
42;0;0;14242;
3336293;0;1;3301;
862246;0;0;169504;
2959909;0;1;29831;
41;0;3;128;
1118761;0;1;5199;
260198;0;1;47;
1118762;0;3;6384;
1204774;-946341058;0;29386;
1681510;0;0;15721;
1603110;0;3;12732;
1400362;0;0;13373;
1724453;0;3;8232;
365157;0;0;23575;
4186725;0;3;508;
979558;0;2;4667;
1126441;0;1;6917;
4186729;0;0;2489;
2089066;0;0;49;
372841;0;1;778;
3627046;0;3;46975;
2470505;0;0;13630;
3448937;0;1;99;
2509349;0;1;174;
2252969;0;3;23399;
4177957;0;3;136;
862314;0;2;12542;
140905;0;3;14301;
2946090;0;2;34556;
849445;0;2;27791;
970794;0;1;20821;
3215465;0;1;9309;
3068457;0;0;5490;
2668582;0;1;16517;
3635813;0;0;3598;
2668578;0;1;16550;
3441194;0;1;30561;
2930790;-1178480987;2;17948;
1681445;0;0;49;
2834537;0;3;5785;
737893;0;0;5855;
405161;0;3;8032;
365094;0;0;10423;
1933925;0;3;8759;
1266214;0;3;3014;
1997349;0;0;23992;
1997348;0;1;28273;
1266218;0;3;7298;
1266217;0;2;49;
3956264;0;1;5628;
2089125;0;2;4214;
4030569;0;2;33892;
1390630;0;0;124;
1728549;1577206575;3;14545;
3588713;0;2;13458;
2687018;0;3;18453;
1828966;0;1;14291;
3588709;0;0;75674;
3466346;0;1;6579;
512613;0;2;10774;
2609253;0;0;4362;
17513;0;3;39784;
4071080;0;0;21192;
1273957;0;2;20094;
639524;-534076759;3;26213;
2302566;1492480062;3;38584;
520234;0;2;7806;
3917861;0;3;14651;
3596330;0;3;123;
3596325;0;2;12746;
2617893;0;1;19724;
964138;0;3;25933;
346214;1573002435;3;13042;
885545;0;3;6741;
147561;0;0;10724;
4030506;0;1;10049;
823338;0;1;7096;
112677;0;3;9731;
2921002;0;1;2491;
823337;0;2;5546;
2369638;0;2;121488;
2609194;0;0;123;
512554;0;1;174;
512550;0;2;31754;
1530532;0;2;26257;
3627174;0;0;513;
3829928;0;3;10825;
730218;0;2;20355;
2387114;0;1;47;
745642;0;0;172;
3977574;0;2;50;
3232809;0;2;32891;
1136170;0;3;13205;
4039269;0;0;10181;
2977322;0;0;27118;
3098662;0;2;15336;
1941610;0;2;20345;
1002021;0;2;3706;
4178085;0;3;7916;
1136166;0;2;21541;
710754;0;1;23942;
3682345;0;0;19315;
1520166;564789197;3;2912779;
3479588;0;2;10456;
3479594;0;1;34520;
2479210;0;1;11727;
3682342;0;1;514;
2819114;0;1;18478;
1585698;0;2;513;
3596389;0;1;514;
1361002;0;0;7620;
1611813;0;1;3302;
1421354;0;2;837;
359530;0;3;21640;
2781285;0;1;5855;
1421349;0;3;1346;
3519014;0;3;9729;
2462313;1659361089;2;16419;
77925;0;0;2597;
3986986;0;0;9381;
3045542;0;1;34767;
1040422;0;2;835;
3276329;0;2;10067;
1468964;0;2;5532;
2587173;0;0;29559;
3717222;0;0;172;
2773545;0;1;510;
2651178;0;0;47;
1664042;0;2;3707;
4117093;0;3;2557;
2019429;0;0;304;
3994730;0;1;20355;
1032805;0;3;9929;
910442;0;2;32890;
4008485;0;0;7621;
1910822;0;0;4984;
70186;0;0;32090;
4117097;0;2;10057;
3977381;0;0;837;
2166825;0;3;6624;
3022377;0;0;22169;
442529;0;0;16688;
1421417;0;1;169;
2721894;0;0;24684;
1460261;0;2;49;
1460260;0;1;4214;
3969720;0;3;7916;
2781221;0;1;12907;
1561256;0;2;13492;
1611882;0;0;13379;
1095718;220135710;2;34440;
3278378;0;2;32166;
1057316;0;3;5628;
4124778;0;0;99;
4124777;0;2;14925;
1903140;0;2;23871;
3717158;0;2;11045;
2773609;0;1;135981;
1469029;0;3;837;
3883113;0;0;40754;
2392617;0;3;5354;
632869;0;0;49;
3510309;0;0;22719;
675942;0;3;15996;
3651112;0;3;8396;
4026024;0;2;3751;
2050724;0;2;175;
3406374;0;3;26257;
2439718;0;3;12920;
3864678;0;3;20181;
3942442;895295001;2;104173;
2540133;0;0;7747;
3536489;0;1;17722;
1561189;0;0;30861;
1196070;0;2;20914;
1074730;0;3;11186;
108070;-1339252055;0;17441;
885349;0;1;21535;
3545638;1825423042;1;590007;
4109417;0;0;20833;
948774;0;2;29986;
217642;0;3;119;
3969641;0;3;14784;
2981994;0;2;27518;
1196073;0;1;25933;
3293738;0;2;6753;
1759270;0;0;2271;
3744361;0;3;2490;
2869286;0;0;11995;
2547754;0;3;43954;
2869285;0;1;18119;
2547749;0;1;4367;
1646694;0;0;66740;
3527722;0;0;19316;
1431080;0;3;304;
2547746;0;1;23302;
892966;0;0;635;
2004010;0;1;44;
225381;0;0;47;
225386;0;3;6579;
1249385;-404487098;3;31722;
1017377;0;3;15153;
2307754;0;0;33516;
1204841;0;1;10561;
3301481;0;3;34979;
4039465;0;2;18414;
892970;0;1;4627;
442409;0;2;170;
2540073;0;1;9929;
3418214;0;1;12515;
1438758;0;1;6310;
1561129;0;0;1614;
3864612;0;3;34766;
1629226;0;2;1817;
1767974;0;2;6324;
2626149;0;2;2493;
1561126;0;2;7008;
3536426;0;1;5032;
2540070;0;3;32891;
217701;0;1;111;
2981922;0;2;14116;
3045482;0;1;15565;
3293797;0;3;35398;
3122730;0;3;6921;
1196133;0;0;7097;
3293801;0;0;13294;
4017258;0;3;129153;
2981930;0;2;14650;
2869350;0;1;7228;
2547817;0;0;4214;
451177;0;1;26785;
334374;0;2;6310;
2431013;0;2;27256;
1759334;0;1;4088;
2431014;0;3;2780;
3666537;0;0;6823;
1568874;0;2;6025;
3666533;0;0;5197;
451174;0;2;26635;
1646630;0;2;5550;
2547813;0;3;2547;
2410089;0;3;170;
1171112;0;2;31972;
1204772;0;2;18161;
4147242;0;0;5549;
4025897;0;0;13167;
4025896;0;2;25491;
2050596;0;2;174;
2080869;0;1;5855;
1259049;0;3;6757;
971365;0;3;5627;
1118249;0;1;6767;
2959394;0;0;16712;
3215914;0;3;25629;
1849381;0;1;3711;
1118250;0;0;26107;
2959398;0;0;26310;
3083817;0;0;29926;
364650;0;2;26256;
3635236;0;2;24163;
419878;0;3;8969;
419877;0;3;19042;
2834981;0;3;12403;
3821606;0;0;11540;
841258;0;0;7474;
8289;0;3;8856;
3076646;0;0;1004;
1127013;0;2;49;
130602;0;2;2491;
8297;0;0;5785;
373290;0;0;27470;
3830377;0;1;6132;
2801194;0;0;16438;
2469929;0;0;23999;
2508902;0;2;655;
3770918;0;0;11185;
1814056;0;1;11266;
2660386;0;1;1725;
3449386;0;0;20491;
2469921;0;1;26371;
1732709;0;3;25759;
373286;0;0;1039;
3233446;0;1;32811;
971302;0;2;14696;
3067941;0;0;174;
1959466;0;1;1948;
2959462;0;1;17358;
3336740;0;0;10725;
1028138;-1949102166;0;3267;
880289;0;3;21904;
260646;0;1;19924;
3215977;0;2;5490;
1681958;0;3;28128;
737385;0;0;3181;
3440682;0;0;132;
1681957;0;0;29735;
2835049;0;3;25890;
2669094;0;0;8852;
364586;0;2;14291;
571430;0;1;7296;
2462250;0;2;8039;
2381858;-352337756;2;175860;
1344038;0;2;8364;
113316;0;1;137;
1126950;0;2;4584;
2209957;0;0;9731;
1126948;0;2;4220;
4186213;0;3;5355;
854054;0;1;24144;
4186217;0;0;8035;
3223593;0;3;92944;
2920613;0;1;11995;
512161;0;1;11182;
3627556;0;1;24389;
2469993;0;0;25011;
1594921;0;3;8250;
1594922;0;0;2183;
3588264;0;3;12094;
2959522;0;0;14697;
3371050;1783854365;0;113123;
4163113;0;3;23491;
2097321;0;0;2491;
4038693;0;3;17522;
2959525;0;2;20175;
1942053;0;0;172;
4038698;0;3;22433;
3918372;0;2;23983;
3796010;0;3;9136;
3480165;0;2;30010;
282273;0;3;9381;
1382502;0;2;22847;
520745;0;3;177;
520742;0;2;4085;
1499169;0;1;3714;
3821736;0;1;14368;
1361449;0;1;5492;
3596837;0;2;7008;
1585249;0;0;9126;
963690;0;2;12386;
1144361;0;2;12622;
25638;0;1;31948;
3106854;0;1;4983;
2920553;0;1;32015;
4094501;0;3;8850;
823913;0;0;6767;
589866;0;3;15234;
2687529;0;1;7008;
3926118;0;1;17140;
2470049;0;0;34028;
272422;0;2;837;
1391142;0;3;25890;
3674154;0;2;3142;
512105;0;2;138;
2677866;0;2;2490;
3487782;0;3;6107;
1673380;0;1;26636;
3588197;0;3;3957;
3466857;0;2;9378;
2827306;0;2;14115;
849057;0;0;33445;
2929249;0;1;115;
971434;0;2;33516;
1135653;0;0;14154;
3233318;0;1;17073;
155690;0;0;39;
3682857;0;2;12346;
3480102;0;2;29364;
2617449;0;0;2980;
1499241;0;3;4631;
3596905;0;1;27281;
598564;0;0;14241;
1344168;0;1;15998;
3778724;0;1;39497;
721962;0;1;2280;
3596901;0;2;12351;
2819625;0;0;23223;
382058;0;0;21001;
1585190;0;3;118;
2074154;0;3;6203;
2244709;0;1;9729;
1250469;0;3;24587;
3363433;0;1;28632;
2334250;0;3;119;
2920489;0;1;25185;
3955818;0;3;18415;
113189;0;0;101;
1996902;0;3;138;
1091622;0;0;22625;
2244713;0;0;4950;
718886;0;1;4787;
2816550;0;3;26256;
512042;0;3;5017;
1491498;0;3;5178;
1491494;0;0;1951;
1577573;0;2;2762;
2586661;0;1;4627;
3510889;0;3;33444;
2586662;0;2;25499;
2448938;0;1;12622;
490021;0;2;25630;
2773033;0;3;19392;
2392170;0;2;33423;
3566117;0;1;29196;
1410598;1809342391;3;181495;
2532969;0;1;13630;
2651690;0;1;26795;
3650665;0;3;4627;
746538;-368340863;0;8412;
3129957;0;0;7474;
2019941;0;3;15997;
925226;0;3;2490;
69673;0;3;7097;
1911333;0;2;28696;
2456682;0;0;5197;
481382;0;2;49;
2439330;0;2;31398;
3891301;0;3;6834;
3518501;0;3;6922;
3137573;0;1;122;
4017832;0;2;29927;
3172006;0;2;19733;
1889833;0;3;28952;
1889832;0;2;24861;
1889834;0;1;5492;
3398180;0;0;16419;
1056874;0;3;75538;
3137578;0;2;30997;
410153;-756395078;3;169402;
3883625;0;0;32330;
2392106;0;3;129904;
295465;0;3;5492;
2634409;0;1;6757;
3550889;0;1;19404;
800874;0;2;17071;
3007530;0;1;17522;
3145829;0;0;5551;
3021930;0;0;31026;
2167401;0;3;5197;
69737;0;2;10283;
3891240;0;0;21346;
2578981;0;0;30572;
1752170;0;1;104748;
2642985;0;2;29184;
3891234;0;3;72773;
229477;4441082;0;81531;
2642986;0;0;30460;
780961;0;0;9247;
2781729;0;0;22705;
630885;-1131092870;3;312994;
1655850;0;2;751;
532518;-1217254883;3;24107;
78373;0;0;123;
1040998;0;0;7055;
1056805;0;1;6922;
1040997;0;0;6921;
3137642;0;3;27372;
3030569;0;3;27756;
4125289;0;3;33659;
3743849;0;3;178;
772134;0;0;655;
2548266;0;0;11538;
333926;0;2;2490;
3665962;0;0;2491;
2571370;0;0;6579;
3735082;0;0;3295;
536678;0;0;4756;
1770602;0;2;24143;
893478;0;3;25933;
2990117;0;1;20676;
35366;0;3;26257;
2990122;0;1;18535;
2272810;0;2;304;
2990121;0;3;34542;
1153060;0;2;47;
2877542;0;2;1013;
1638442;0;2;56;
2418277;0;0;752;
2625577;0;2;29503;
1439337;0;0;32890;
1560677;0;2;130;
1789990;-944861862;2;467486;
3535978;0;0;11411;
442981;0;0;15246;
182945;0;1;11538;
3122281;0;2;27541;
3122282;0;3;20355;
3293225;0;3;14926;
4017705;0;2;27316;
1422008;0;2;3854;
4155428;0;1;12922;
3969130;0;1;16651;
2314793;0;0;9803;
